"Population by Mother tongue","Number"
"Bahing",""
"Female","34"
"Male","36"
"","70"
"Chamling",""
"Female","30"
"Male","42"
"","72"
"Dumi",""
"Female","36"
"Male","33"
"","69"
"Gurung",""
"Female","536"
"Male","497"
"","1033"
"Khaling",""
"Female","166"
"Male","133"
"","299"
"Kulung",""
"Female","193"
"Male","164"
"","357"
"Lohorung",""
"Female","382"
"Male","375"
"","757"
"Magar",""
"Female","6"
"Male","6"
"","12"
"Maithili",""
"Female","3"
"Male","9"
"","12"
"Mewahang",""
"Female","28"
"Male","33"
"","61"
"Nachhiring",""
"Female","14"
"Male","19"
"","33"
"Nepali",""
"Female","1098"
"Male","987"
"","2085"
"Others",""
"Female","56"
"Male","52"
"","108"
"Rai",""
"Female","86"
"Male","80"
"","166"
"Sampang",""
"Female","24"
"Male","34"
"","58"
"Sanskrit",""
"Female","6"
"Male","6"
"","12"
"Sherpa",""
"Female","360"
"Male","338"
"","698"
"Tamang",""
"Female","20"
"Male","20"
"","40"
"Thulung",""
"Female","141"
"Male","134"
"","275"
"Yakkha",""
"Female","39"
"Male","41"
"","80"
"Yamphu/Yamphe",""
"Female","397"
"Male","371"
"","768"
