"Population by Single Year of Age","Number"
"0",""
"Female","372"
"Male","377"
"1",""
"Female","361"
"Male","378"
"10",""
"Female","616"
"Male","637"
"11",""
"Female","565"
"Male","541"
"12",""
"Female","635"
"Male","653"
"13",""
"Female","617"
"Male","625"
"14",""
"Female","560"
"Male","586"
"15",""
"Female","588"
"Male","572"
"16",""
"Female","624"
"Male","559"
"17",""
"Female","544"
"Male","459"
"18",""
"Female","608"
"Male","550"
"19",""
"Female","397"
"Male","307"
"2",""
"Female","367"
"Male","348"
"20",""
"Female","508"
"Male","415"
"21",""
"Female","371"
"Male","329"
"22",""
"Female","468"
"Male","362"
"23",""
"Female","338"
"Male","282"
"24",""
"Female","372"
"Male","281"
"25",""
"Female","488"
"Male","355"
"26",""
"Female","357"
"Male","286"
"27",""
"Female","316"
"Male","246"
"28",""
"Female","395"
"Male","314"
"29",""
"Female","173"
"Male","179"
"3",""
"Female","364"
"Male","358"
"30",""
"Female","542"
"Male","408"
"31",""
"Female","190"
"Male","167"
"32",""
"Female","302"
"Male","278"
"33",""
"Female","224"
"Male","202"
"34",""
"Female","215"
"Male","170"
"35",""
"Female","588"
"Male","416"
"36",""
"Female","253"
"Male","233"
"37",""
"Female","222"
"Male","187"
"38",""
"Female","261"
"Male","238"
"39",""
"Female","191"
"Male","148"
"4",""
"Female","416"
"Male","414"
"40",""
"Female","617"
"Male","523"
"41",""
"Female","149"
"Male","158"
"42",""
"Female","258"
"Male","245"
"43",""
"Female","200"
"Male","152"
"44",""
"Female","176"
"Male","134"
"45",""
"Female","413"
"Male","380"
"46",""
"Female","158"
"Male","171"
"47",""
"Female","142"
"Male","162"
"48",""
"Female","242"
"Male","253"
"49",""
"Female","128"
"Male","125"
"5",""
"Female","480"
"Male","518"
"50",""
"Female","466"
"Male","409"
"51",""
"Female","135"
"Male","139"
"52",""
"Female","200"
"Male","199"
"53",""
"Female","134"
"Male","135"
"54",""
"Female","131"
"Male","132"
"55",""
"Female","264"
"Male","252"
"56",""
"Female","132"
"Male","144"
"57",""
"Female","107"
"Male","142"
"58",""
"Female","115"
"Male","145"
"59",""
"Female","141"
"Male","133"
"6",""
"Female","490"
"Male","475"
"60",""
"Female","357"
"Male","305"
"61",""
"Female","110"
"Male","135"
"62",""
"Female","103"
"Male","121"
"63",""
"Female","113"
"Male","81"
"64",""
"Female","89"
"Male","86"
"65",""
"Female","220"
"Male","192"
"66",""
"Female","81"
"Male","81"
"67",""
"Female","98"
"Male","108"
"68",""
"Female","102"
"Male","125"
"69",""
"Female","65"
"Male","67"
"7",""
"Female","524"
"Male","503"
"70",""
"Female","222"
"Male","167"
"71",""
"Female","58"
"Male","53"
"72",""
"Female","67"
"Male","71"
"73",""
"Female","51"
"Male","67"
"74",""
"Female","34"
"Male","47"
"75",""
"Female","112"
"Male","109"
"76",""
"Female","45"
"Male","43"
"77",""
"Female","41"
"Male","43"
"78",""
"Female","52"
"Male","73"
"79",""
"Female","37"
"Male","39"
"8",""
"Female","555"
"Male","551"
"80",""
"Female","76"
"Male","63"
"81",""
"Female","18"
"Male","19"
"82",""
"Female","18"
"Male","28"
"83",""
"Female","14"
"Male","27"
"84",""
"Female","26"
"Male","26"
"85",""
"Female","93"
"Male","105"
"9",""
"Female","553"
"Male","532"
