"Population by Educational Attainment","Number"
"Beginners",""
"Female","413"
"Male","473"
"Graduate and Equivalent",""
"Female","38"
"Male","163"
"Intermediate and Equivalent",""
"Female","437"
"Male","592"
"Level not Stated",""
"Female","150"
"Male","153"
"Lower Secondary (Class 6-8)",""
"Female","2243"
"Male","2726"
"Non Formal Education",""
"Female","798"
"Male","878"
"Others",""
"Female","6"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","76"
"Primary Education (1-5 Class)",""
"Female","5397"
"Male","6358"
"Secondary Level (Class 9-10)",""
"Female","1085"
"Male","1483"
"SLC and Equivalent",""
"Female","730"
"Male","1023"
