"Population by Caste Ethinicity","Number"
"Badi",""
"Female","12"
"Male","8"
"","20"
"Bangali",""
"Female","5"
"Male","8"
"","13"
"Brahman - Hill",""
"Female","1030"
"Male","889"
"","1919"
"Chepang /Praja",""
"Female","5"
"Male","9"
"","14"
"Chhetri",""
"Female","1141"
"Male","968"
"","2109"
"Dalit Others",""
"Female","133"
"Male","118"
"","251"
"Damai/Dholi",""
"Female","200"
"Male","148"
"","348"
"Gaine",""
"Female","9"
"Male","8"
"","17"
"Ghale",""
"Female","13"
"Male","6"
"","19"
"Gharti/Bhujel",""
"Female","411"
"Male","362"
"","773"
"Gurung",""
"Female","3203"
"Male","2409"
"","5612"
"Kami",""
"Female","698"
"Male","597"
"","1295"
"Kumal",""
"Female","35"
"Male","27"
"","62"
"Magar",""
"Female","1995"
"Male","1727"
"","3722"
"Musalman",""
"Female","58"
"Male","66"
"","124"
"Newar",""
"Female","1033"
"Male","844"
"","1877"
"Others",""
"Female","33"
"Male","52"
"","85"
"Rai",""
"Female","19"
"Male","21"
"","40"
"Sanyasi/Dasnami",""
"Female","128"
"Male","119"
"","247"
"Sarki",""
"Female","624"
"Male","502"
"","1126"
"Tamang",""
"Female","69"
"Male","64"
"","133"
"Teli",""
"Female","4"
"Male","10"
"","14"
"Thakali",""
"Female","8"
"Male","4"
"","12"
"Thakuri",""
"Female","73"
"Male","55"
"","128"
"Tharu",""
"Female","23"
"Male","19"
"","42"
"Yadav",""
"Female","3"
"Male","8"
"","11"
