"Population by Educational Attainment","Number"
"Beginners",""
"Female","157"
"Male","185"
"","342"
"Graduate and Equivalent",""
"Female","42"
"Male","111"
"","153"
"Intermediate and Equivalent",""
"Female","236"
"Male","279"
"","515"
"Level not Stated",""
"Female","13"
"Male","16"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","1665"
"Male","1513"
"","3178"
"Non Formal Education",""
"Female","546"
"Male","446"
"","992"
"Others",""
"Female","5"
"Male","2"
"","7"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","30"
"","39"
"Primary Education (1-5 Class)",""
"Female","2843"
"Male","2886"
"","5729"
"Secondary Level (Class 9-10)",""
"Female","685"
"Male","695"
"","1380"
"SLC and Equivalent",""
"Female","541"
"Male","656"
"","1197"
