"Population by Caste Ethinicity","Number"
"Amat",""
"Female","4"
"Male","9"
"","13"
"Badhaee",""
"Female","9"
"Male","8"
"","17"
"Badi",""
"Female","70"
"Male","77"
"","147"
"Bahing",""
"Female","36"
"Male","30"
"","66"
"Bangali",""
"Female","23"
"Male","45"
"","68"
"Bantaba",""
"Female","98"
"Male","60"
"","158"
"Bantar/Sardar",""
"Female","15"
"Male","17"
"","32"
"Baraee",""
"Female","51"
"Male","66"
"","117"
"Bhote",""
"Female","21"
"Male","19"
"","40"
"Bote",""
"Female","104"
"Male","90"
"","194"
"Brahman - Hill",""
"Female","10135"
"Male","8682"
"","18817"
"Brahman - Tarai",""
"Female","61"
"Male","65"
"","126"
"Chamar/ Harijan/ Ram",""
"Female","60"
"Male","56"
"","116"
"Chamling",""
"Female","474"
"Male","388"
"","862"
"Chhetri",""
"Female","36354"
"Male","31372"
"","67726"
"Damai/Dholi",""
"Female","4749"
"Male","4197"
"","8946"
"Danuwar",""
"Female","5075"
"Male","4171"
"","9246"
"Dhanuk",""
"Female","56"
"Male","74"
"","130"
"Dhimal",""
"Female","263"
"Male","210"
"","473"
"Dhobi",""
"Female","21"
"Male","17"
"","38"
"Dom",""
"Female","99"
"Male","106"
"","205"
"Dusadh/ Pasawan/ Pasi",""
"Female","26"
"Male","19"
"","45"
"Gaderi/Bhedihar",""
"Female","26"
"Male","24"
"","50"
"Gharti/Bhujel",""
"Female","1417"
"Male","1328"
"","2745"
"Gurung",""
"Female","213"
"Male","205"
"","418"
"Hajam/Thakur",""
"Female","310"
"Male","336"
"","646"
"Halwai",""
"Female","525"
"Male","498"
"","1023"
"Hayu",""
"Female","15"
"Male","8"
"","23"
"Jhangad/ Dhagar",""
"Female","43"
"Male","26"
"","69"
"Kalar",""
"Female","55"
"Male","34"
"","89"
"Kalwar",""
"Female","257"
"Male","291"
"","548"
"Kami",""
"Female","8674"
"Male","7631"
"","16305"
"Kathabaniyan",""
"Female","535"
"Male","581"
"","1116"
"Kayastha",""
"Female","61"
"Male","82"
"","143"
"Kewat",""
"Female","28"
"Male","17"
"","45"
"Khaling",""
"Female","10"
"Male","6"
"","16"
"Koiri/Kushwaha",""
"Female","71"
"Male","84"
"","155"
"Kumal",""
"Female","45"
"Male","45"
"","90"
"Kumhar",""
"Female","9"
"Male","6"
"","15"
"Kurmi",""
"Female","13"
"Male","14"
"","27"
"Limbu",""
"Female","225"
"Male","183"
"","408"
"Magar",""
"Female","23251"
"Male","20577"
"","43828"
"Majhi",""
"Female","1721"
"Male","1499"
"","3220"
"Mallaha",""
"Female","69"
"Male","87"
"","156"
"Marwadi",""
"Female","30"
"Male","28"
"","58"
"Musahar",""
"Female","1795"
"Male","1894"
"","3689"
"Musalman",""
"Female","1109"
"Male","1041"
"","2150"
"Newar",""
"Female","5689"
"Male","5118"
"","10807"
"Others",""
"Female","282"
"Male","302"
"","584"
"Pahari",""
"Female","31"
"Male","33"
"","64"
"Rai",""
"Female","29077"
"Male","25542"
"","54619"
"Rajbansi",""
"Female","15"
"Male","15"
"","30"
"Rajdhob",""
"Female","15"
"Male","13"
"","28"
"Rajput",""
"Female","42"
"Male","42"
"","84"
"Samgpang",""
"Female","17"
"Male","14"
"","31"
"Sanyasi/Dasnami",""
"Female","999"
"Male","883"
"","1882"
"Sarki",""
"Female","4309"
"Male","4004"
"","8313"
"Satar/ Santhal",""
"Female","8"
"Male","4"
"","12"
"Sherpa",""
"Female","316"
"Male","232"
"","548"
"Sonar",""
"Female","117"
"Male","115"
"","232"
"Sudhi",""
"Female","261"
"Male","265"
"","526"
"Sunuwar",""
"Female","1460"
"Male","1323"
"","2783"
"Tamang",""
"Female","11595"
"Male","10019"
"","21614"
"Teli",""
"Female","590"
"Male","639"
"","1229"
"Terai Others",""
"Female","91"
"Male","73"
"","164"
"Thakuri",""
"Female","1137"
"Male","992"
"","2129"
"Thami",""
"Female","121"
"Male","95"
"","216"
"Tharu",""
"Female","12794"
"Male","11313"
"","24107"
"Thulung",""
"Female","24"
"Male","13"
"","37"
"Undefined Others",""
"Female","165"
"Male","121"
"","286"
"Walung",""
"Female","7"
"Male","6"
"","13"
"Yadav",""
"Female","195"
"Male","282"
"","477"
