"Population by Educational Attainment","Number"
"Beginners",""
"Female","679"
"Male","729"
"","1408"
"Graduate and Equivalent",""
"Female","234"
"Male","455"
"","689"
"Intermediate and Equivalent",""
"Female","1089"
"Male","966"
"","2055"
"Level not Stated",""
"Female","45"
"Male","44"
"","89"
"Lower Secondary (Class 6-8)",""
"Female","4328"
"Male","3574"
"","7902"
"Non Formal Education",""
"Female","1492"
"Male","1068"
"","2560"
"Others",""
"Female","15"
"Male","12"
"","27"
"Post Graduate Equivalent and Above",""
"Female","49"
"Male","204"
"","253"
"Primary Education (1-5 Class)",""
"Female","6150"
"Male","6293"
"","12443"
"Secondary Level (Class 9-10)",""
"Female","1644"
"Male","1488"
"","3132"
"SLC and Equivalent",""
"Female","2125"
"Male","2038"
"","4163"
