"Population by Educational Attainment","Number"
"Beginners",""
"Female","737"
"Male","950"
"","1687"
"Graduate and Equivalent",""
"Female","208"
"Male","375"
"","583"
"Intermediate and Equivalent",""
"Female","914"
"Male","834"
"","1748"
"Level not Stated",""
"Female","39"
"Male","42"
"","81"
"Lower Secondary (Class 6-8)",""
"Female","3977"
"Male","3767"
"","7744"
"Non Formal Education",""
"Female","681"
"Male","589"
"","1270"
"Others",""
"Female","12"
"Male","11"
"","23"
"Post Graduate Equivalent and Above",""
"Female","36"
"Male","169"
"","205"
"Primary Education (1-5 Class)",""
"Female","7624"
"Male","7902"
"","15526"
"Secondary Level (Class 9-10)",""
"Female","1840"
"Male","1791"
"","3631"
"SLC and Equivalent",""
"Female","1531"
"Male","1641"
"","3172"
