"Population by Mother tongue","Number"
"Bangla",""
"Female","134"
"Male","124"
"Bantawa",""
"Female","44"
"Male","47"
"Bhojpuri",""
"Female","19"
"Male","21"
"Bhujel",""
"Female","11"
"Male","12"
"Chamling",""
"Female","24"
"Male","15"
"Gurung",""
"Female","194"
"Male","166"
"Hindi",""
"Female","9"
"Male","8"
"Kulung",""
"Female","35"
"Male","28"
"Kurmali",""
"Female","10"
"Male","17"
"Limbu",""
"Female","1494"
"Male","1202"
"Magar",""
"Female","177"
"Male","168"
"Maithili",""
"Female","501"
"Male","468"
"Meche",""
"Female","547"
"Male","447"
"Nepali",""
"Female","8022"
"Male","6693"
"Newar",""
"Female","190"
"Male","180"
"Not Reported",""
"Female","54"
"Male","49"
"Others",""
"Female","70"
"Male","52"
"Rai",""
"Female","839"
"Male","715"
"Rajbanshi",""
"Female","1559"
"Male","1389"
"Santhali",""
"Female","1020"
"Male","964"
"Sherpa",""
"Female","8"
"Male","11"
"Sign Language",""
"Female","22"
"Male","18"
"Sunuwar",""
"Female","6"
"Male","6"
"Tamang",""
"Female","456"
"Male","377"
"Tharu",""
"Female","123"
"Male","105"
"Thulung",""
"Female","8"
"Male","8"
"Uranw/Urau",""
"Female","7"
"Male","5"
"Urdu",""
"Female","22"
"Male","21"
"Yakkha",""
"Female","8"
"Male","4"
