"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","458"
"Graduate and Equivalent",""
"Female","75"
"Male","146"
"Intermediate and Equivalent",""
"Female","391"
"Male","498"
"Level not Stated",""
"Female","17"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","2226"
"Male","2034"
"Non Formal Education",""
"Female","669"
"Male","788"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","43"
"Primary Education (1-5 Class)",""
"Female","2976"
"Male","3288"
"Secondary Level (Class 9-10)",""
"Female","1912"
"Male","1568"
"SLC and Equivalent",""
"Female","1115"
"Male","1039"
