"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","129"
"Male","118"
"Brahman - Hill",""
"Female","4008"
"Male","3341"
"Brahman - Tarai",""
"Female","45"
"Male","32"
"Chamar/ Harijan/ Ram",""
"Female","15"
"Male","8"
"Chhetri",""
"Female","2163"
"Male","1764"
"Damai/Dholi",""
"Female","221"
"Male","177"
"Dhanuk",""
"Female","21"
"Male","24"
"Dhobi",""
"Female","12"
"Male","3"
"Gharti/Bhujel",""
"Female","96"
"Male","81"
"Gurung",""
"Female","220"
"Male","193"
"Hajam/Thakur",""
"Female","39"
"Male","33"
"Halwai",""
"Female","67"
"Male","63"
"Jhangad/ Dhagar",""
"Female","7"
"Male","6"
"Kami",""
"Female","271"
"Male","218"
"Kanu",""
"Female","41"
"Male","40"
"Kathabaniyan",""
"Female","13"
"Male","17"
"Kayastha",""
"Female","10"
"Male","15"
"Koiri/Kushwaha",""
"Female","4"
"Male","8"
"Kulung",""
"Female","20"
"Male","19"
"Kumal",""
"Female","14"
"Male","12"
"Kurmi",""
"Female","179"
"Male","175"
"Limbu",""
"Female","1587"
"Male","1305"
"Magar",""
"Female","226"
"Male","205"
"Majhi",""
"Female","19"
"Male","20"
"Meche",""
"Female","564"
"Male","459"
"Musahar",""
"Female","9"
"Male","13"
"Musalman",""
"Female","44"
"Male","47"
"Newar",""
"Female","264"
"Male","250"
"Others",""
"Female","61"
"Male","49"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","7"
"Rai",""
"Female","1016"
"Male","848"
"Rajbansi",""
"Female","1549"
"Male","1386"
"Sanyasi/Dasnami",""
"Female","595"
"Male","527"
"Sarki",""
"Female","180"
"Male","156"
"Satar/ Santhal",""
"Female","1078"
"Male","1019"
"Sherpa",""
"Female","9"
"Male","15"
"Sonar",""
"Female","10"
"Male","6"
"Sudhi",""
"Female","12"
"Male","11"
"Sunuwar",""
"Female","11"
"Male","8"
"Tamang",""
"Female","524"
"Male","432"
"Teli",""
"Female","17"
"Male","11"
"Terai Others",""
"Female","5"
"Male","7"
"Thakuri",""
"Female","8"
"Male","5"
"Tharu",""
"Female","140"
"Male","111"
"Undefined Others",""
"Female","61"
"Male","51"
"Yadav",""
"Female","14"
"Male","17"
"Yakkha",""
"Female","10"
"Male","8"
