"Population by Educational Attainment","Number"
"Beginners",""
"Female","206"
"Male","238"
"","444"
"Graduate and Equivalent",""
"Female","26"
"Male","86"
"","112"
"Intermediate and Equivalent",""
"Female","75"
"Male","132"
"","207"
"Level not Stated",""
"Female","9"
"Male","9"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","1326"
"Male","1281"
"","2607"
"Non Formal Education",""
"Female","470"
"Male","469"
"","939"
"Others",""
"Female","8"
"Male","5"
"","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","14"
"","14"
"Primary Education (1-5 Class)",""
"Female","2313"
"Male","2588"
"","4901"
"Secondary Level (Class 9-10)",""
"Female","691"
"Male","742"
"","1433"
"SLC and Equivalent",""
"Female","633"
"Male","693"
"","1326"
