"Population by Educational Attainment","Number"
"Beginners",""
"Female","347"
"Male","332"
"","679"
"Graduate and Equivalent",""
"Female","7"
"Male","62"
"","69"
"Intermediate and Equivalent",""
"Female","87"
"Male","201"
"","288"
"Level not Stated",""
"Female","14"
"Male","13"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","774"
"Male","1339"
"","2113"
"Non Formal Education",""
"Female","77"
"Male","27"
"","104"
"Others",""
"Female","4"
"Male","3"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","22"
"","22"
"Primary Education (1-5 Class)",""
"Female","2576"
"Male","2995"
"","5571"
"Secondary Level (Class 9-10)",""
"Female","253"
"Male","592"
"","845"
"SLC and Equivalent",""
"Female","123"
"Male","279"
"","402"
