"Population by disability type","Number"
"Blind/low vision",""
"Female","48"
"Male","52"
"","100"
"Deaf/hard of hearing",""
"Female","32"
"Male","27"
"","59"
"Deaf-Blind",""
"Female","1"
"Male","1"
"","2"
"Intellectual disable",""
"Female","4"
"Male","2"
"","6"
"Mental disable",""
"Female","12"
"Male","19"
"","31"
"Multiple disable",""
"Female","7"
"Male","16"
"","23"
"No disability",""
"Female","10067"
"Male","8209"
"","18276"
"Physical",""
"Female","98"
"Male","131"
"","229"
"Speech problem",""
"Female","13"
"Male","27"
"","40"
