"Population by Educational Attainment","Number"
"Beginners",""
"Female","3502"
"Male","3988"
"Graduate and Equivalent",""
"Female","753"
"Male","1490"
"Intermediate and Equivalent",""
"Female","3713"
"Male","3720"
"Level not Stated",""
"Female","374"
"Male","282"
"Lower Secondary (Class 6-8)",""
"Female","19696"
"Male","16279"
"Non Formal Education",""
"Female","7703"
"Male","4636"
"Others",""
"Female","33"
"Male","35"
"Post Graduate Equivalent and Above",""
"Female","99"
"Male","543"
"Primary Education (1-5 Class)",""
"Female","36374"
"Male","35305"
"Secondary Level (Class 9-10)",""
"Female","9735"
"Male","9033"
"SLC and Equivalent",""
"Female","8992"
"Male","8644"
