"Population by Single Year of Age","Number"
"0",""
"Female","338"
"Male","369"
"1",""
"Female","288"
"Male","370"
"10",""
"Female","772"
"Male","835"
"11",""
"Female","417"
"Male","416"
"12",""
"Female","692"
"Male","712"
"13",""
"Female","433"
"Male","454"
"14",""
"Female","520"
"Male","469"
"15",""
"Female","501"
"Male","477"
"16",""
"Female","492"
"Male","494"
"17",""
"Female","267"
"Male","279"
"18",""
"Female","480"
"Male","499"
"19",""
"Female","240"
"Male","238"
"2",""
"Female","441"
"Male","492"
"20",""
"Female","552"
"Male","444"
"21",""
"Female","201"
"Male","222"
"22",""
"Female","374"
"Male","342"
"23",""
"Female","253"
"Male","208"
"24",""
"Female","251"
"Male","198"
"25",""
"Female","700"
"Male","631"
"26",""
"Female","273"
"Male","202"
"27",""
"Female","218"
"Male","186"
"28",""
"Female","444"
"Male","330"
"29",""
"Female","134"
"Male","105"
"3",""
"Female","554"
"Male","589"
"30",""
"Female","895"
"Male","689"
"31",""
"Female","78"
"Male","86"
"32",""
"Female","325"
"Male","266"
"33",""
"Female","213"
"Male","123"
"34",""
"Female","150"
"Male","106"
"35",""
"Female","854"
"Male","804"
"36",""
"Female","168"
"Male","146"
"37",""
"Female","110"
"Male","120"
"38",""
"Female","294"
"Male","213"
"39",""
"Female","63"
"Male","57"
"4",""
"Female","558"
"Male","505"
"40",""
"Female","653"
"Male","754"
"41",""
"Female","67"
"Male","69"
"42",""
"Female","176"
"Male","177"
"43",""
"Female","124"
"Male","46"
"44",""
"Female","63"
"Male","51"
"45",""
"Female","578"
"Male","608"
"46",""
"Female","67"
"Male","82"
"47",""
"Female","68"
"Male","59"
"48",""
"Female","187"
"Male","132"
"49",""
"Female","44"
"Male","44"
"5",""
"Female","649"
"Male","754"
"50",""
"Female","488"
"Male","574"
"51",""
"Female","37"
"Male","58"
"52",""
"Female","108"
"Male","103"
"53",""
"Female","96"
"Male","40"
"54",""
"Female","50"
"Male","44"
"55",""
"Female","418"
"Male","468"
"56",""
"Female","52"
"Male","69"
"57",""
"Female","54"
"Male","60"
"58",""
"Female","149"
"Male","121"
"59",""
"Female","58"
"Male","51"
"6",""
"Female","622"
"Male","596"
"60",""
"Female","463"
"Male","495"
"61",""
"Female","48"
"Male","54"
"62",""
"Female","129"
"Male","93"
"63",""
"Female","66"
"Male","52"
"64",""
"Female","24"
"Male","31"
"65",""
"Female","323"
"Male","334"
"66",""
"Female","32"
"Male","36"
"67",""
"Female","31"
"Male","27"
"68",""
"Female","77"
"Male","95"
"69",""
"Female","25"
"Male","25"
"7",""
"Female","600"
"Male","691"
"70",""
"Female","233"
"Male","248"
"71",""
"Female","19"
"Male","28"
"72",""
"Female","55"
"Male","50"
"73",""
"Female","24"
"Male","16"
"74",""
"Female","6"
"Male","6"
"75",""
"Female","99"
"Male","120"
"76",""
"Female","7"
"Male","9"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","11"
"Male","18"
"79",""
"Female","3"
"Male","5"
"8",""
"Female","697"
"Male","724"
"80",""
"Female","54"
"Male","45"
"81",""
"Female","2"
"Male","2"
"82",""
"Female","5"
"Male","2"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","45"
"Male","54"
"9",""
"Female","475"
"Male","482"
