"Population by Educational Attainment","Number"
"Beginners",""
"Female","184"
"Male","263"
"Graduate and Equivalent",""
"Female","89"
"Male","444"
"Intermediate and Equivalent",""
"Female","378"
"Male","986"
"Level not Stated",""
"Female","142"
"Male","174"
"Lower Secondary (Class 6-8)",""
"Female","1594"
"Male","2442"
"Non Formal Education",""
"Female","264"
"Male","403"
"Others",""
"Female","6"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","106"
"Primary Education (1-5 Class)",""
"Female","4045"
"Male","4935"
"Secondary Level (Class 9-10)",""
"Female","807"
"Male","1764"
"SLC and Equivalent",""
"Female","665"
"Male","1589"
