"Population by disability type","Number"
"Blind/low vision",""
"Female","1016"
"Male","704"
"","1720"
"Deaf/hard of hearing",""
"Female","680"
"Male","658"
"","1338"
"Deaf-Blind",""
"Female","68"
"Male","56"
"","124"
"Intellectual disable",""
"Female","66"
"Male","69"
"","135"
"Mental disable",""
"Female","96"
"Male","132"
"","228"
"Multiple disable",""
"Female","223"
"Male","207"
"","430"
"No disability",""
"Female","110398"
"Male","89443"
"","199841"
"Physical",""
"Female","1301"
"Male","1335"
"","2636"
"Speech problem",""
"Female","244"
"Male","374"
"","618"
