"Population by Educational Attainment","Number"
"Beginners",""
"Female","5218"
"Male","5447"
"","10665"
"Graduate and Equivalent",""
"Female","167"
"Male","885"
"","1052"
"Intermediate and Equivalent",""
"Female","969"
"Male","2325"
"","3294"
"Level not Stated",""
"Female","142"
"Male","156"
"","298"
"Lower Secondary (Class 6-8)",""
"Female","7239"
"Male","10711"
"","17950"
"Non Formal Education",""
"Female","2161"
"Male","1310"
"","3471"
"Others",""
"Female","46"
"Male","52"
"","98"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","311"
"","342"
"Primary Education (1-5 Class)",""
"Female","24726"
"Male","29736"
"","54462"
"Secondary Level (Class 9-10)",""
"Female","3137"
"Male","5211"
"","8348"
"SLC and Equivalent",""
"Female","1990"
"Male","3579"
"","5569"
