"Population by Educational Attainment","Number"
"Beginners",""
"Female","546"
"Male","618"
"Graduate and Equivalent",""
"Female","47"
"Male","269"
"Intermediate and Equivalent",""
"Female","276"
"Male","588"
"Level not Stated",""
"Female","49"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","1291"
"Male","1791"
"Non Formal Education",""
"Female","309"
"Male","278"
"Others",""
"Female","2"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","75"
"Primary Education (1-5 Class)",""
"Female","3699"
"Male","4257"
"Secondary Level (Class 9-10)",""
"Female","587"
"Male","1008"
"SLC and Equivalent",""
"Female","381"
"Male","795"
