"Population by Educational Attainment","Number"
"Beginners",""
"Female","138"
"Male","192"
"","330"
"Graduate and Equivalent",""
"Female","31"
"Male","72"
"","103"
"Intermediate and Equivalent",""
"Female","115"
"Male","185"
"","300"
"Level not Stated",""
"Female","67"
"Male","89"
"","156"
"Lower Secondary (Class 6-8)",""
"Female","742"
"Male","922"
"","1664"
"Non Formal Education",""
"Female","134"
"Male","167"
"","301"
"Others",""
"Female","2"
"Male","12"
"","14"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","17"
"","21"
"Primary Education (1-5 Class)",""
"Female","1751"
"Male","2173"
"","3924"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","531"
"","892"
"SLC and Equivalent",""
"Female","248"
"Male","410"
"","658"
