"Population by Caste/Ethinicity","Number"
"Bahing",""
"Female","390"
"Male","325"
"Bin",""
"Female","247"
"Male","210"
"Brahman - Hill",""
"Female","1035"
"Male","872"
"Chhetri",""
"Female","1723"
"Male","1416"
"Damai/Dholi",""
"Female","248"
"Male","227"
"Gharti/Bhujel",""
"Female","300"
"Male","278"
"Kami",""
"Female","421"
"Male","350"
"Magar",""
"Female","1629"
"Male","1366"
"Majhi",""
"Female","114"
"Male","104"
"Newar",""
"Female","447"
"Male","384"
"Others",""
"Female","26"
"Male","33"
"Rai",""
"Female","626"
"Male","531"
"Sanyasi/Dasnami",""
"Female","17"
"Male","20"
"Sarki",""
"Female","367"
"Male","316"
"Sherpa",""
"Female","293"
"Male","256"
"Tamang",""
"Female","287"
"Male","214"
"Thakuri",""
"Female","25"
"Male","29"
"Thulung",""
"Female","25"
"Male","26"
"Undefined Others",""
"Female","8"
"Male","11"
