"Population by Educational Attainment","Number"
"Beginners",""
"Female","167"
"Male","169"
"Graduate and Equivalent",""
"Female","13"
"Male","55"
"Intermediate and Equivalent",""
"Female","205"
"Male","168"
"Level not Stated",""
"Female","14"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","980"
"Male","967"
"Non Formal Education",""
"Female","468"
"Male","414"
"Others",""
"Female","4"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","1910"
"Male","2048"
"Secondary Level (Class 9-10)",""
"Female","493"
"Male","617"
"SLC and Equivalent",""
"Female","401"
"Male","443"
