"Population by Single Year of Age","Number"
"0",""
"Female","124"
"Male","137"
"1",""
"Female","133"
"Male","142"
"10",""
"Female","212"
"Male","199"
"11",""
"Female","188"
"Male","189"
"12",""
"Female","234"
"Male","222"
"13",""
"Female","230"
"Male","207"
"14",""
"Female","241"
"Male","195"
"15",""
"Female","241"
"Male","226"
"16",""
"Female","215"
"Male","166"
"17",""
"Female","254"
"Male","218"
"18",""
"Female","175"
"Male","164"
"19",""
"Female","143"
"Male","114"
"2",""
"Female","139"
"Male","150"
"20",""
"Female","139"
"Male","92"
"21",""
"Female","124"
"Male","71"
"22",""
"Female","170"
"Male","72"
"23",""
"Female","85"
"Male","60"
"24",""
"Female","126"
"Male","47"
"25",""
"Female","144"
"Male","63"
"26",""
"Female","103"
"Male","56"
"27",""
"Female","100"
"Male","51"
"28",""
"Female","93"
"Male","62"
"29",""
"Female","58"
"Male","55"
"3",""
"Female","132"
"Male","154"
"30",""
"Female","152"
"Male","75"
"31",""
"Female","57"
"Male","40"
"32",""
"Female","98"
"Male","59"
"33",""
"Female","46"
"Male","40"
"34",""
"Female","64"
"Male","50"
"35",""
"Female","153"
"Male","91"
"36",""
"Female","81"
"Male","34"
"37",""
"Female","63"
"Male","57"
"38",""
"Female","85"
"Male","55"
"39",""
"Female","74"
"Male","45"
"4",""
"Female","153"
"Male","181"
"40",""
"Female","155"
"Male","118"
"41",""
"Female","54"
"Male","36"
"42",""
"Female","101"
"Male","77"
"43",""
"Female","66"
"Male","41"
"44",""
"Female","72"
"Male","54"
"45",""
"Female","134"
"Male","97"
"46",""
"Female","47"
"Male","45"
"47",""
"Female","77"
"Male","50"
"48",""
"Female","70"
"Male","64"
"49",""
"Female","61"
"Male","51"
"5",""
"Female","176"
"Male","171"
"50",""
"Female","123"
"Male","137"
"51",""
"Female","62"
"Male","77"
"52",""
"Female","73"
"Male","73"
"53",""
"Female","49"
"Male","54"
"54",""
"Female","52"
"Male","33"
"55",""
"Female","105"
"Male","83"
"56",""
"Female","51"
"Male","42"
"57",""
"Female","63"
"Male","59"
"58",""
"Female","46"
"Male","54"
"59",""
"Female","46"
"Male","37"
"6",""
"Female","159"
"Male","171"
"60",""
"Female","104"
"Male","89"
"61",""
"Female","52"
"Male","48"
"62",""
"Female","56"
"Male","48"
"63",""
"Female","39"
"Male","38"
"64",""
"Female","35"
"Male","31"
"65",""
"Female","86"
"Male","74"
"66",""
"Female","24"
"Male","27"
"67",""
"Female","62"
"Male","59"
"68",""
"Female","45"
"Male","53"
"69",""
"Female","15"
"Male","40"
"7",""
"Female","195"
"Male","190"
"70",""
"Female","73"
"Male","71"
"71",""
"Female","21"
"Male","32"
"72",""
"Female","43"
"Male","42"
"73",""
"Female","23"
"Male","30"
"74",""
"Female","22"
"Male","28"
"75",""
"Female","48"
"Male","45"
"76",""
"Female","15"
"Male","10"
"77",""
"Female","22"
"Male","24"
"78",""
"Female","26"
"Male","37"
"79",""
"Female","13"
"Male","8"
"8",""
"Female","196"
"Male","197"
"80",""
"Female","36"
"Male","31"
"81",""
"Female","16"
"Male","8"
"82",""
"Female","15"
"Male","11"
"83",""
"Female","16"
"Male","13"
"84",""
"Female","11"
"Male","11"
"85",""
"Female","47"
"Male","50"
"9",""
"Female","201"
"Male","170"
