"Population by disability type","Number"
"Blind/low vision",""
"Female","37"
"Male","48"
"","85"
"Deaf/hard of hearing",""
"Female","13"
"Male","25"
"","38"
"Deaf-Blind",""
"Female","2"
"Male","1"
"","3"
"Intellectual disable",""
"Female","9"
"Male","21"
"","30"
"Mental disable",""
"Female","25"
"Male","37"
"","62"
"Multiple disable",""
"Female","20"
"Male","14"
"","34"
"No disability",""
"Female","29872"
"Male","32006"
"","61878"
"Physical",""
"Female","62"
"Male","117"
"","179"
"Speech problem",""
"Female","21"
"Male","30"
"","51"
