"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","102"
"","192"
"Graduate and Equivalent",""
"Female","9"
"Male","79"
"","88"
"Intermediate and Equivalent",""
"Female","98"
"Male","252"
"","350"
"Level not Stated",""
"Female","13"
"Male","14"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","453"
"Male","971"
"","1424"
"Non Formal Education",""
"Female","10"
"Male","31"
"","41"
"Others",""
"Female","5"
"Male","5"
"","10"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","16"
"","21"
"Primary Education (1-5 Class)",""
"Female","1787"
"Male","2581"
"","4368"
"Secondary Level (Class 9-10)",""
"Female","157"
"Male","486"
"","643"
"SLC and Equivalent",""
"Female","182"
"Male","495"
"","677"
