"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","22"
"Male","28"
"","50"
"Badi",""
"Female","50"
"Male","45"
"","95"
"Bangali",""
"Female","15"
"Male","15"
"","30"
"Baraee",""
"Female","21"
"Male","17"
"","38"
"Brahman - Hill",""
"Female","6407"
"Male","5332"
"","11739"
"Brahman - Tarai",""
"Female","7"
"Male","6"
"","13"
"Chamar/ Harijan/ Ram",""
"Female","505"
"Male","469"
"","974"
"Chhantyal/Chhantel",""
"Female","13"
"Male","4"
"","17"
"Chhetri",""
"Female","2287"
"Male","1935"
"","4222"
"Dalit Others",""
"Female","75"
"Male","90"
"","165"
"Damai/Dholi",""
"Female","668"
"Male","554"
"","1222"
"Dhankar/ Dharikar",""
"Female","6"
"Male","10"
"","16"
"Dhanuk",""
"Female","8"
"Male","3"
"","11"
"Dhobi",""
"Female","271"
"Male","260"
"","531"
"Dusadh/ Pasawan/ Pasi",""
"Female","357"
"Male","348"
"","705"
"Gaderi/Bhedihar",""
"Female","9"
"Male","6"
"","15"
"Gaine",""
"Female","19"
"Male","14"
"","33"
"Gharti/Bhujel",""
"Female","25"
"Male","25"
"","50"
"Gurung",""
"Female","1511"
"Male","1226"
"","2737"
"Hajam/Thakur",""
"Female","74"
"Male","66"
"","140"
"Halwai",""
"Female","6"
"Male","6"
"","12"
"Kahar",""
"Female","99"
"Male","123"
"","222"
"Kalwar",""
"Female","18"
"Male","26"
"","44"
"Kamar",""
"Female","10"
"Male","6"
"","16"
"Kami",""
"Female","1771"
"Male","1434"
"","3205"
"Kathabaniyan",""
"Female","182"
"Male","201"
"","383"
"Kewat",""
"Female","536"
"Male","531"
"","1067"
"Khawas",""
"Female","60"
"Male","42"
"","102"
"Kumal",""
"Female","321"
"Male","292"
"","613"
"Kumhar",""
"Female","5"
"Male","6"
"","11"
"Kurmi",""
"Female","125"
"Male","136"
"","261"
"Lodh",""
"Female","54"
"Male","49"
"","103"
"Lohar",""
"Female","14"
"Male","11"
"","25"
"Magar",""
"Female","6539"
"Male","5361"
"","11900"
"Majhi",""
"Female","5"
"Male","6"
"","11"
"Mallaha",""
"Female","448"
"Male","499"
"","947"
"Musahar",""
"Female","170"
"Male","189"
"","359"
"Musalman",""
"Female","534"
"Male","479"
"","1013"
"Newar",""
"Female","519"
"Male","488"
"","1007"
"Others",""
"Female","39"
"Male","30"
"","69"
"Rai",""
"Female","26"
"Male","13"
"","39"
"Rajbhar",""
"Female","7"
"Male","9"
"","16"
"Sanyasi/Dasnami",""
"Female","420"
"Male","371"
"","791"
"Sarki",""
"Female","341"
"Male","306"
"","647"
"Sonar",""
"Female","6"
"Male","8"
"","14"
"Sunuwar",""
"Female","81"
"Male","61"
"","142"
"Tamang",""
"Female","222"
"Male","202"
"","424"
"Teli",""
"Female","144"
"Male","140"
"","284"
"Terai Others",""
"Female","38"
"Male","45"
"","83"
"Thakali",""
"Female","19"
"Male","16"
"","35"
"Thakuri",""
"Female","220"
"Male","189"
"","409"
"Tharu",""
"Female","2861"
"Male","2605"
"","5466"
"Yadav",""
"Female","485"
"Male","502"
"","987"
"Yakkha",""
"Female","7"
"Male","6"
"","13"
