"Population by Educational Attainment","Number"
"Beginners",""
"Female","879"
"Male","983"
"","1862"
"Graduate and Equivalent",""
"Female","183"
"Male","357"
"","540"
"Intermediate and Equivalent",""
"Female","892"
"Male","953"
"","1845"
"Level not Stated",""
"Female","203"
"Male","203"
"","406"
"Lower Secondary (Class 6-8)",""
"Female","4604"
"Male","4520"
"","9124"
"Non Formal Education",""
"Female","428"
"Male","302"
"","730"
"Others",""
"Female","5"
"Male","7"
"","12"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","139"
"","162"
"Primary Education (1-5 Class)",""
"Female","6515"
"Male","7104"
"","13619"
"Secondary Level (Class 9-10)",""
"Female","2496"
"Male","2364"
"","4860"
"SLC and Equivalent",""
"Female","1587"
"Male","1733"
"","3320"
