"Population by Educational Attainment","Number"
"Beginners",""
"Female","4298"
"Male","5026"
"","9324"
"Graduate and Equivalent",""
"Female","1475"
"Male","2301"
"","3776"
"Intermediate and Equivalent",""
"Female","5623"
"Male","5943"
"","11566"
"Level not Stated",""
"Female","577"
"Male","537"
"","1114"
"Lower Secondary (Class 6-8)",""
"Female","24454"
"Male","22801"
"","47255"
"Non Formal Education",""
"Female","6955"
"Male","4536"
"","11491"
"Others",""
"Female","35"
"Male","44"
"","79"
"Post Graduate Equivalent and Above",""
"Female","232"
"Male","890"
"","1122"
"Primary Education (1-5 Class)",""
"Female","41220"
"Male","43201"
"","84421"
"Secondary Level (Class 9-10)",""
"Female","13612"
"Male","12172"
"","25784"
"SLC and Equivalent",""
"Female","9762"
"Male","10423"
"","20185"
