"Population by disability type","Number"
"Blind/low vision",""
"Female","423"
"Male","437"
"","860"
"Deaf/hard of hearing",""
"Female","646"
"Male","631"
"","1277"
"Deaf-Blind",""
"Female","46"
"Male","58"
"","104"
"Intellectual disable",""
"Female","114"
"Male","141"
"","255"
"Mental disable",""
"Female","203"
"Male","194"
"","397"
"Multiple disable",""
"Female","248"
"Male","253"
"","501"
"No disability",""
"Female","165825"
"Male","138764"
"","304589"
"Physical",""
"Female","748"
"Male","1202"
"","1950"
"Speech problem",""
"Female","432"
"Male","504"
"","936"
