"Population by Educational Attainment","Number"
"Beginners",""
"Female","106"
"Male","159"
"","265"
"Graduate and Equivalent",""
"Female","70"
"Male","285"
"","355"
"Intermediate and Equivalent",""
"Female","188"
"Male","440"
"","628"
"Level not Stated",""
"Female","44"
"Male","70"
"","114"
"Lower Secondary (Class 6-8)",""
"Female","850"
"Male","1110"
"","1960"
"Non Formal Education",""
"Female","46"
"Male","85"
"","131"
"Others",""
"Female","6"
"Male","20"
"","26"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","40"
"","41"
"Primary Education (1-5 Class)",""
"Female","1801"
"Male","2253"
"","4054"
"Secondary Level (Class 9-10)",""
"Female","472"
"Male","790"
"","1262"
"SLC and Equivalent",""
"Female","379"
"Male","878"
"","1257"
