"Population by Single Year of Age","Number"
"0",""
"Female","285"
"Male","318"
"1",""
"Female","291"
"Male","292"
"10",""
"Female","719"
"Male","785"
"11",""
"Female","407"
"Male","397"
"12",""
"Female","718"
"Male","704"
"13",""
"Female","522"
"Male","508"
"14",""
"Female","585"
"Male","540"
"15",""
"Female","607"
"Male","598"
"16",""
"Female","645"
"Male","521"
"17",""
"Female","445"
"Male","377"
"18",""
"Female","568"
"Male","546"
"19",""
"Female","326"
"Male","269"
"2",""
"Female","406"
"Male","420"
"20",""
"Female","563"
"Male","458"
"21",""
"Female","270"
"Male","267"
"22",""
"Female","449"
"Male","393"
"23",""
"Female","332"
"Male","254"
"24",""
"Female","365"
"Male","267"
"25",""
"Female","550"
"Male","498"
"26",""
"Female","328"
"Male","252"
"27",""
"Female","289"
"Male","215"
"28",""
"Female","537"
"Male","420"
"29",""
"Female","155"
"Male","153"
"3",""
"Female","501"
"Male","519"
"30",""
"Female","688"
"Male","555"
"31",""
"Female","118"
"Male","135"
"32",""
"Female","370"
"Male","361"
"33",""
"Female","279"
"Male","148"
"34",""
"Female","228"
"Male","152"
"35",""
"Female","565"
"Male","635"
"36",""
"Female","179"
"Male","175"
"37",""
"Female","176"
"Male","134"
"38",""
"Female","411"
"Male","285"
"39",""
"Female","146"
"Male","105"
"4",""
"Female","490"
"Male","481"
"40",""
"Female","532"
"Male","641"
"41",""
"Female","105"
"Male","126"
"42",""
"Female","226"
"Male","207"
"43",""
"Female","223"
"Male","122"
"44",""
"Female","153"
"Male","95"
"45",""
"Female","412"
"Male","588"
"46",""
"Female","132"
"Male","127"
"47",""
"Female","104"
"Male","116"
"48",""
"Female","269"
"Male","179"
"49",""
"Female","88"
"Male","85"
"5",""
"Female","559"
"Male","571"
"50",""
"Female","403"
"Male","469"
"51",""
"Female","57"
"Male","71"
"52",""
"Female","122"
"Male","146"
"53",""
"Female","128"
"Male","68"
"54",""
"Female","93"
"Male","58"
"55",""
"Female","299"
"Male","367"
"56",""
"Female","82"
"Male","87"
"57",""
"Female","65"
"Male","76"
"58",""
"Female","180"
"Male","124"
"59",""
"Female","69"
"Male","62"
"6",""
"Female","560"
"Male","622"
"60",""
"Female","333"
"Male","355"
"61",""
"Female","70"
"Male","72"
"62",""
"Female","94"
"Male","75"
"63",""
"Female","90"
"Male","60"
"64",""
"Female","64"
"Male","21"
"65",""
"Female","261"
"Male","259"
"66",""
"Female","59"
"Male","49"
"67",""
"Female","39"
"Male","42"
"68",""
"Female","101"
"Male","95"
"69",""
"Female","43"
"Male","37"
"7",""
"Female","568"
"Male","557"
"70",""
"Female","174"
"Male","167"
"71",""
"Female","27"
"Male","24"
"72",""
"Female","59"
"Male","61"
"73",""
"Female","26"
"Male","24"
"74",""
"Female","17"
"Male","10"
"75",""
"Female","96"
"Male","103"
"76",""
"Female","8"
"Male","12"
"77",""
"Female","15"
"Male","21"
"78",""
"Female","22"
"Male","25"
"79",""
"Female","8"
"Male","4"
"8",""
"Female","617"
"Male","621"
"80",""
"Female","36"
"Male","34"
"81",""
"Female","13"
"Male","3"
"82",""
"Female","13"
"Male","5"
"83",""
"Female","5"
"Male","3"
"84",""
"Female","3"
"Male","13"
"85",""
"Female","55"
"Male","43"
"9",""
"Female","440"
"Male","413"
