"Population by Educational Attainment","Number"
"Beginners",""
"Female","505"
"Male","705"
"Graduate and Equivalent",""
"Female","111"
"Male","411"
"Intermediate and Equivalent",""
"Female","588"
"Male","1039"
"Level not Stated",""
"Female","76"
"Male","116"
"Lower Secondary (Class 6-8)",""
"Female","2198"
"Male","3703"
"Non Formal Education",""
"Female","152"
"Male","240"
"Others",""
"Female","12"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","119"
"Primary Education (1-5 Class)",""
"Female","5977"
"Male","8457"
"Secondary Level (Class 9-10)",""
"Female","1193"
"Male","2129"
"SLC and Equivalent",""
"Female","772"
"Male","1458"
