"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","5"
"Male","6"
"Bangali",""
"Female","19"
"Male","33"
"Bantar/Sardar",""
"Female","11"
"Male","12"
"Baraee",""
"Female","98"
"Male","93"
"Bhote",""
"Female","6"
"Male","6"
"Bin",""
"Female","913"
"Male","895"
"Brahman - Hill",""
"Female","1313"
"Male","1177"
"Brahman - Tarai",""
"Female","264"
"Male","293"
"Chamar/ Harijan/ Ram",""
"Female","1241"
"Male","1273"
"Chhetri",""
"Female","1420"
"Male","1300"
"Damai/Dholi",""
"Female","110"
"Male","106"
"Danuwar",""
"Female","213"
"Male","233"
"Dhankar/ Dharikar",""
"Female","5"
"Male","7"
"Dhanuk",""
"Female","471"
"Male","449"
"Dhobi",""
"Female","382"
"Male","362"
"Dom",""
"Female","46"
"Male","40"
"Dusadh/ Pasawan/ Pasi",""
"Female","1554"
"Male","1637"
"Gaderi/Bhedihar",""
"Female","13"
"Male","14"
"Gharti/Bhujel",""
"Female","76"
"Male","55"
"Gurung",""
"Female","106"
"Male","84"
"Hajam/Thakur",""
"Female","358"
"Male","363"
"Halkhor",""
"Female","16"
"Male","12"
"Halwai",""
"Female","110"
"Male","120"
"Kahar",""
"Female","62"
"Male","64"
"Kalwar",""
"Female","985"
"Male","1053"
"Kami",""
"Female","97"
"Male","110"
"Kanu",""
"Female","507"
"Male","535"
"Kathabaniyan",""
"Female","1614"
"Male","1733"
"Kayastha",""
"Female","80"
"Male","83"
"Kewat",""
"Female","36"
"Male","34"
"Khatwe",""
"Female","293"
"Male","333"
"Koiri/Kushwaha",""
"Female","5523"
"Male","5575"
"Kumal",""
"Female","42"
"Male","42"
"Kumhar",""
"Female","481"
"Male","520"
"Kurmi",""
"Female","340"
"Male","383"
"Lohar",""
"Female","686"
"Male","725"
"Magar",""
"Female","654"
"Male","625"
"Majhi",""
"Female","1009"
"Male","953"
"Mali",""
"Female","63"
"Male","52"
"Mallaha",""
"Female","1960"
"Male","2081"
"Marwadi",""
"Female","23"
"Male","23"
"Musahar",""
"Female","203"
"Male","219"
"Musalman",""
"Female","963"
"Male","1008"
"Nachhiring",""
"Female","12"
"Male","8"
"Newar",""
"Female","469"
"Male","472"
"Nuniya",""
"Female","630"
"Male","712"
"Others",""
"Female","36"
"Male","12"
"Rai",""
"Female","154"
"Male","123"
"Rajput",""
"Female","62"
"Male","65"
"Sanyasi/Dasnami",""
"Female","212"
"Male","191"
"Sarki",""
"Female","63"
"Male","57"
"Sonar",""
"Female","352"
"Male","386"
"Sudhi",""
"Female","122"
"Male","125"
"Sunuwar",""
"Female","22"
"Male","24"
"Tamang",""
"Female","810"
"Male","739"
"Tatma/Tatwa",""
"Female","244"
"Male","229"
"Teli",""
"Female","1395"
"Male","1473"
"Terai Others",""
"Female","53"
"Male","40"
"Thakuri",""
"Female","42"
"Male","42"
"Tharu",""
"Female","400"
"Male","375"
"Undefined Others",""
"Female","20"
"Male","18"
"Yadav",""
"Female","5147"
"Male","5394"
