"Population by Educational Attainment","Number"
"Beginners",""
"Female","137"
"Male","182"
"Graduate and Equivalent",""
"Female","49"
"Male","88"
"Intermediate and Equivalent",""
"Female","230"
"Male","247"
"Level not Stated",""
"Female","15"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","972"
"Male","1075"
"Non Formal Education",""
"Female","760"
"Male","637"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","1754"
"Male","1886"
"Secondary Level (Class 9-10)",""
"Female","492"
"Male","586"
"SLC and Equivalent",""
"Female","476"
"Male","476"
