"Population by Educational Attainment","Number"
"Beginners",""
"Female","687"
"Male","563"
"Graduate and Equivalent",""
"Female","13"
"Male","47"
"Intermediate and Equivalent",""
"Female","53"
"Male","101"
"Level not Stated",""
"Female","17"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","1216"
"Male","1365"
"Non Formal Education",""
"Female","472"
"Male","266"
"Others",""
"Female","3"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","4594"
"Male","4856"
"Secondary Level (Class 9-10)",""
"Female","384"
"Male","489"
"SLC and Equivalent",""
"Female","220"
"Male","288"
