"Population by Educational Attainment","Number"
"Beginners",""
"Female","333"
"Male","373"
"","706"
"Graduate and Equivalent",""
"Female","30"
"Male","77"
"","107"
"Intermediate and Equivalent",""
"Female","205"
"Male","330"
"","535"
"Level not Stated",""
"Female","34"
"Male","39"
"","73"
"Lower Secondary (Class 6-8)",""
"Female","2066"
"Male","1916"
"","3982"
"Non Formal Education",""
"Female","340"
"Male","328"
"","668"
"Others",""
"Female","5"
"Male","6"
"","11"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","21"
"","28"
"Primary Education (1-5 Class)",""
"Female","3141"
"Male","3117"
"","6258"
"Secondary Level (Class 9-10)",""
"Female","824"
"Male","909"
"","1733"
"SLC and Equivalent",""
"Female","539"
"Male","706"
"","1245"
