"Population by disability type","Number"
"Blind/low vision",""
"Female","67"
"Male","72"
"","139"
"Deaf/hard of hearing",""
"Female","74"
"Male","64"
"","138"
"Deaf-Blind",""
"Female","10"
"Male","8"
"","18"
"Intellectual disable",""
"Female","4"
"Male","11"
"","15"
"Mental disable",""
"Female","11"
"Male","16"
"","27"
"Multiple disable",""
"Female","30"
"Male","41"
"","71"
"No disability",""
"Female","13272"
"Male","11203"
"","24475"
"Physical",""
"Female","106"
"Male","137"
"","243"
"Speech problem",""
"Female","34"
"Male","43"
"","77"
