"Population by Educational Attainment","Number"
"Beginners",""
"Female","370"
"Male","355"
"Graduate and Equivalent",""
"Female","12"
"Male","50"
"Intermediate and Equivalent",""
"Female","94"
"Male","178"
"Level not Stated",""
"Female","14"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","920"
"Male","1062"
"Non Formal Education",""
"Female","142"
"Male","49"
"Others",""
"Female","6"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"Primary Education (1-5 Class)",""
"Female","1925"
"Male","2141"
"Secondary Level (Class 9-10)",""
"Female","349"
"Male","478"
"SLC and Equivalent",""
"Female","187"
"Male","276"
