"Population by Educational Attainment","Number"
"Beginners",""
"Female","194"
"Male","195"
"Graduate and Equivalent",""
"Female","42"
"Male","126"
"Intermediate and Equivalent",""
"Female","215"
"Male","272"
"Level not Stated",""
"Female","10"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","1912"
"Male","1696"
"Non Formal Education",""
"Female","302"
"Male","447"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","29"
"Primary Education (1-5 Class)",""
"Female","2947"
"Male","3211"
"Secondary Level (Class 9-10)",""
"Female","1051"
"Male","1100"
"SLC and Equivalent",""
"Female","911"
"Male","718"
