"Population by Educational Attainment","Number"
"Beginners",""
"Female","231"
"Male","271"
"","502"
"Graduate and Equivalent",""
"Female","26"
"Male","141"
"","167"
"Intermediate and Equivalent",""
"Female","146"
"Male","316"
"","462"
"Level not Stated",""
"Female","15"
"Male","21"
"","36"
"Lower Secondary (Class 6-8)",""
"Female","723"
"Male","1051"
"","1774"
"Non Formal Education",""
"Female","264"
"Male","182"
"","446"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","30"
"","31"
"Primary Education (1-5 Class)",""
"Female","2189"
"Male","2607"
"","4796"
"Secondary Level (Class 9-10)",""
"Female","284"
"Male","523"
"","807"
"SLC and Equivalent",""
"Female","155"
"Male","405"
"","560"
