"Population by Single Year of Age","Number"
"0",""
"Female","221"
"Male","243"
"1",""
"Female","220"
"Male","254"
"10",""
"Female","523"
"Male","523"
"11",""
"Female","161"
"Male","192"
"12",""
"Female","349"
"Male","415"
"13",""
"Female","194"
"Male","204"
"14",""
"Female","247"
"Male","274"
"15",""
"Female","203"
"Male","254"
"16",""
"Female","247"
"Male","285"
"17",""
"Female","156"
"Male","143"
"18",""
"Female","223"
"Male","359"
"19",""
"Female","103"
"Male","105"
"2",""
"Female","292"
"Male","332"
"20",""
"Female","257"
"Male","286"
"21",""
"Female","89"
"Male","106"
"22",""
"Female","187"
"Male","194"
"23",""
"Female","161"
"Male","110"
"24",""
"Female","135"
"Male","106"
"25",""
"Female","355"
"Male","359"
"26",""
"Female","153"
"Male","118"
"27",""
"Female","113"
"Male","126"
"28",""
"Female","284"
"Male","219"
"29",""
"Female","67"
"Male","49"
"3",""
"Female","311"
"Male","386"
"30",""
"Female","393"
"Male","478"
"31",""
"Female","58"
"Male","30"
"32",""
"Female","181"
"Male","157"
"33",""
"Female","135"
"Male","68"
"34",""
"Female","83"
"Male","71"
"35",""
"Female","317"
"Male","436"
"36",""
"Female","98"
"Male","96"
"37",""
"Female","65"
"Male","70"
"38",""
"Female","180"
"Male","111"
"39",""
"Female","36"
"Male","43"
"4",""
"Female","375"
"Male","342"
"40",""
"Female","300"
"Male","428"
"41",""
"Female","41"
"Male","33"
"42",""
"Female","92"
"Male","81"
"43",""
"Female","80"
"Male","39"
"44",""
"Female","51"
"Male","37"
"45",""
"Female","282"
"Male","332"
"46",""
"Female","44"
"Male","51"
"47",""
"Female","37"
"Male","37"
"48",""
"Female","111"
"Male","73"
"49",""
"Female","26"
"Male","17"
"5",""
"Female","351"
"Male","402"
"50",""
"Female","206"
"Male","321"
"51",""
"Female","30"
"Male","27"
"52",""
"Female","54"
"Male","56"
"53",""
"Female","33"
"Male","25"
"54",""
"Female","30"
"Male","24"
"55",""
"Female","177"
"Male","239"
"56",""
"Female","32"
"Male","33"
"57",""
"Female","27"
"Male","35"
"58",""
"Female","64"
"Male","49"
"59",""
"Female","11"
"Male","20"
"6",""
"Female","385"
"Male","397"
"60",""
"Female","186"
"Male","228"
"61",""
"Female","14"
"Male","22"
"62",""
"Female","37"
"Male","23"
"63",""
"Female","24"
"Male","19"
"64",""
"Female","19"
"Male","27"
"65",""
"Female","165"
"Male","161"
"66",""
"Female","21"
"Male","18"
"67",""
"Female","21"
"Male","16"
"68",""
"Female","30"
"Male","30"
"69",""
"Female","7"
"Male","14"
"7",""
"Female","305"
"Male","323"
"70",""
"Female","105"
"Male","143"
"71",""
"Female","11"
"Male","8"
"72",""
"Female","11"
"Male","14"
"73",""
"Female","6"
"Male","10"
"74",""
"Female","6"
"Male","4"
"75",""
"Female","52"
"Male","63"
"76",""
"Female","7"
"Male","4"
"77",""
"Female","4"
"Male","5"
"78",""
"Female","8"
"Male","7"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","457"
"Male","464"
"80",""
"Female","27"
"Male","37"
"81",""
"Female","2"
"Male","0"
"82",""
"Female","0"
"Male","3"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","19"
"Male","19"
"9",""
"Female","193"
"Male","227"
