"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","16"
"Male","23"
"Bin",""
"Female","490"
"Male","545"
"Brahman - Hill",""
"Female","32"
"Male","19"
"Brahman - Tarai",""
"Female","132"
"Male","148"
"Chamar/ Harijan/ Ram",""
"Female","470"
"Male","453"
"Chhetri",""
"Female","8"
"Male","11"
"Damai/Dholi",""
"Female","9"
"Male","6"
"Dhanuk",""
"Female","69"
"Male","63"
"Dhobi",""
"Female","102"
"Male","99"
"Dom",""
"Female","30"
"Male","22"
"Dusadh/ Pasawan/ Pasi",""
"Female","701"
"Male","825"
"Gaderi/Bhedihar",""
"Female","66"
"Male","78"
"Hajam/Thakur",""
"Female","186"
"Male","197"
"Halwai",""
"Female","178"
"Male","153"
"Kalwar",""
"Female","705"
"Male","786"
"Kanu",""
"Female","169"
"Male","178"
"Kathabaniyan",""
"Female","26"
"Male","25"
"Kayastha",""
"Female","39"
"Male","43"
"Kewat",""
"Female","115"
"Male","110"
"Koiri/Kushwaha",""
"Female","162"
"Male","172"
"Kumal",""
"Female","100"
"Male","98"
"Kumhar",""
"Female","192"
"Male","205"
"Kurmi",""
"Female","198"
"Male","188"
"Lohar",""
"Female","433"
"Male","498"
"Mali",""
"Female","25"
"Male","32"
"Mallaha",""
"Female","650"
"Male","641"
"Musahar",""
"Female","101"
"Male","99"
"Musalman",""
"Female","131"
"Male","140"
"Nuniya",""
"Female","234"
"Male","263"
"Others",""
"Female","16"
"Male","8"
"Rajput",""
"Female","7"
"Male","7"
"Sanyasi/Dasnami",""
"Female","16"
"Male","20"
"Sonar",""
"Female","201"
"Male","225"
"Sunuwar",""
"Female","5"
"Male","8"
"Tatma/Tatwa",""
"Female","260"
"Male","255"
"Teli",""
"Female","548"
"Male","644"
"Undefined Others",""
"Female","8"
"Male","7"
"Yadav",""
"Female","4545"
"Male","4899"
