"Population by Educational Attainment","Number"
"Beginners",""
"Female","701"
"Male","636"
"","1337"
"Graduate and Equivalent",""
"Female","32"
"Male","110"
"","142"
"Intermediate and Equivalent",""
"Female","156"
"Male","301"
"","457"
"Level not Stated",""
"Female","101"
"Male","75"
"","176"
"Lower Secondary (Class 6-8)",""
"Female","1881"
"Male","2320"
"","4201"
"Non Formal Education",""
"Female","879"
"Male","579"
"","1458"
"Others",""
"Female","4"
"Male","9"
"","13"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","37"
"","48"
"Primary Education (1-5 Class)",""
"Female","4735"
"Male","5249"
"","9984"
"Secondary Level (Class 9-10)",""
"Female","701"
"Male","953"
"","1654"
"SLC and Equivalent",""
"Female","343"
"Male","575"
"","918"
