"Population by Mother tongue","Number"
"Bahing",""
"Female","38"
"Male","28"
"","66"
"Chamling",""
"Female","197"
"Male","188"
"","385"
"Dumi",""
"Female","38"
"Male","30"
"","68"
"Gurung",""
"Female","101"
"Male","75"
"","176"
"Khaling",""
"Female","209"
"Male","181"
"","390"
"Kulung",""
"Female","19"
"Male","26"
"","45"
"Magar",""
"Female","935"
"Male","826"
"","1761"
"Maithili",""
"Female","6"
"Male","14"
"","20"
"Majhi",""
"Female","220"
"Male","196"
"","416"
"Nachhiring",""
"Female","22"
"Male","21"
"","43"
"Nepali",""
"Female","4563"
"Male","3827"
"","8390"
"Newar",""
"Female","324"
"Male","319"
"","643"
"Others",""
"Female","23"
"Male","29"
"","52"
"Rai",""
"Female","10"
"Male","12"
"","22"
"Sampang",""
"Female","21"
"Male","20"
"","41"
"Sherpa",""
"Female","40"
"Male","26"
"","66"
"Sunuwar",""
"Female","15"
"Male","18"
"","33"
"Tamang",""
"Female","154"
"Male","135"
"","289"
"Thulung",""
"Female","256"
"Male","207"
"","463"
