"Population by Educational Attainment","Number"
"Beginners",""
"Female","473"
"Male","555"
"Graduate and Equivalent",""
"Female","32"
"Male","77"
"Intermediate and Equivalent",""
"Female","199"
"Male","268"
"Level not Stated",""
"Female","43"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","1278"
"Male","1502"
"Non Formal Education",""
"Female","574"
"Male","480"
"Others",""
"Female","12"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2810"
"Male","3432"
"Secondary Level (Class 9-10)",""
"Female","448"
"Male","576"
"SLC and Equivalent",""
"Female","305"
"Male","458"
