"Population by Single Year of Age","Number"
"0",""
"Female","139"
"Male","147"
"1",""
"Female","130"
"Male","131"
"10",""
"Female","266"
"Male","268"
"11",""
"Female","146"
"Male","161"
"12",""
"Female","237"
"Male","231"
"13",""
"Female","166"
"Male","168"
"14",""
"Female","192"
"Male","192"
"15",""
"Female","177"
"Male","167"
"16",""
"Female","215"
"Male","173"
"17",""
"Female","99"
"Male","75"
"18",""
"Female","234"
"Male","171"
"19",""
"Female","79"
"Male","82"
"2",""
"Female","168"
"Male","208"
"20",""
"Female","154"
"Male","124"
"21",""
"Female","85"
"Male","55"
"22",""
"Female","126"
"Male","82"
"23",""
"Female","71"
"Male","57"
"24",""
"Female","109"
"Male","65"
"25",""
"Female","135"
"Male","85"
"26",""
"Female","105"
"Male","63"
"27",""
"Female","62"
"Male","52"
"28",""
"Female","132"
"Male","85"
"29",""
"Female","37"
"Male","25"
"3",""
"Female","178"
"Male","199"
"30",""
"Female","158"
"Male","88"
"31",""
"Female","31"
"Male","29"
"32",""
"Female","70"
"Male","64"
"33",""
"Female","46"
"Male","37"
"34",""
"Female","61"
"Male","38"
"35",""
"Female","142"
"Male","109"
"36",""
"Female","66"
"Male","53"
"37",""
"Female","21"
"Male","19"
"38",""
"Female","92"
"Male","46"
"39",""
"Female","21"
"Male","8"
"4",""
"Female","209"
"Male","222"
"40",""
"Female","186"
"Male","98"
"41",""
"Female","31"
"Male","25"
"42",""
"Female","47"
"Male","55"
"43",""
"Female","26"
"Male","30"
"44",""
"Female","35"
"Male","24"
"45",""
"Female","132"
"Male","77"
"46",""
"Female","53"
"Male","32"
"47",""
"Female","18"
"Male","21"
"48",""
"Female","76"
"Male","57"
"49",""
"Female","13"
"Male","16"
"5",""
"Female","198"
"Male","226"
"50",""
"Female","129"
"Male","75"
"51",""
"Female","20"
"Male","26"
"52",""
"Female","52"
"Male","43"
"53",""
"Female","19"
"Male","22"
"54",""
"Female","11"
"Male","14"
"55",""
"Female","68"
"Male","54"
"56",""
"Female","30"
"Male","21"
"57",""
"Female","6"
"Male","12"
"58",""
"Female","49"
"Male","31"
"59",""
"Female","13"
"Male","7"
"6",""
"Female","216"
"Male","228"
"60",""
"Female","141"
"Male","70"
"61",""
"Female","32"
"Male","24"
"62",""
"Female","41"
"Male","32"
"63",""
"Female","19"
"Male","9"
"64",""
"Female","27"
"Male","16"
"65",""
"Female","96"
"Male","41"
"66",""
"Female","15"
"Male","21"
"67",""
"Female","6"
"Male","8"
"68",""
"Female","37"
"Male","22"
"69",""
"Female","4"
"Male","3"
"7",""
"Female","198"
"Male","171"
"70",""
"Female","82"
"Male","34"
"71",""
"Female","11"
"Male","10"
"72",""
"Female","25"
"Male","16"
"73",""
"Female","6"
"Male","8"
"74",""
"Female","5"
"Male","3"
"75",""
"Female","25"
"Male","20"
"76",""
"Female","3"
"Male","2"
"77",""
"Female","3"
"Male","2"
"78",""
"Female","11"
"Male","6"
"79",""
"Female","5"
"Male","1"
"8",""
"Female","287"
"Male","256"
"80",""
"Female","20"
"Male","6"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","5"
"Male","7"
"83",""
"Female","1"
"Male","3"
"84",""
"Female","5"
"Male","4"
"85",""
"Female","12"
"Male","7"
"9",""
"Female","147"
"Male","147"
