"Population by Educational Attainment","Number"
"Beginners",""
"Female","188"
"Male","227"
"Graduate and Equivalent",""
"Female","8"
"Male","76"
"Intermediate and Equivalent",""
"Female","73"
"Male","227"
"Level not Stated",""
"Female","8"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","451"
"Male","761"
"Non Formal Education",""
"Female","90"
"Male","122"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","1512"
"Male","1694"
"Secondary Level (Class 9-10)",""
"Female","192"
"Male","340"
"SLC and Equivalent",""
"Female","140"
"Male","374"
