"Population by Educational Attainment","Number"
"Beginners",""
"Female","247"
"Male","266"
"","513"
"Graduate and Equivalent",""
"Female","33"
"Male","78"
"","111"
"Intermediate and Equivalent",""
"Female","204"
"Male","220"
"","424"
"Level not Stated",""
"Female","42"
"Male","19"
"","61"
"Lower Secondary (Class 6-8)",""
"Female","1594"
"Male","1214"
"","2808"
"Non Formal Education",""
"Female","457"
"Male","426"
"","883"
"Others",""
"Female","4"
"Male","3"
"","7"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","30"
"","36"
"Primary Education (1-5 Class)",""
"Female","2722"
"Male","2628"
"","5350"
"Secondary Level (Class 9-10)",""
"Female","727"
"Male","722"
"","1449"
"SLC and Equivalent",""
"Female","579"
"Male","569"
"","1148"
