"Population by Educational Attainment","Number"
"Beginners",""
"Female","153"
"Male","154"
"Graduate and Equivalent",""
"Female","10"
"Male","33"
"Intermediate and Equivalent",""
"Female","54"
"Male","89"
"Level not Stated",""
"Female","9"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","782"
"Male","823"
"Non Formal Education",""
"Female","377"
"Male","427"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1862"
"Male","2198"
"Secondary Level (Class 9-10)",""
"Female","334"
"Male","283"
"SLC and Equivalent",""
"Female","143"
"Male","198"
