"Population by Educational Attainment","Number"
"Beginners",""
"Female","604"
"Male","714"
"Graduate and Equivalent",""
"Female","116"
"Male","238"
"Intermediate and Equivalent",""
"Female","459"
"Male","641"
"Level not Stated",""
"Female","16"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","2440"
"Male","3282"
"Non Formal Education",""
"Female","382"
"Male","330"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","69"
"Primary Education (1-5 Class)",""
"Female","4859"
"Male","5643"
"Secondary Level (Class 9-10)",""
"Female","1373"
"Male","1851"
"SLC and Equivalent",""
"Female","708"
"Male","867"
