"Population by disability type","Number"
"Blind/low vision",""
"Female","63"
"Male","68"
"","131"
"Deaf/hard of hearing",""
"Female","38"
"Male","38"
"","76"
"Deaf-Blind",""
"Female","11"
"Male","11"
"","22"
"Intellectual disable",""
"Female","8"
"Male","12"
"","20"
"Mental disable",""
"Female","27"
"Male","27"
"","54"
"Multiple disable",""
"Female","20"
"Male","32"
"","52"
"No disability",""
"Female","16538"
"Male","15629"
"","32167"
"Physical",""
"Female","112"
"Male","170"
"","282"
"Speech problem",""
"Female","44"
"Male","66"
"","110"
