"Population by Caste Ethinicity","Number"
"Badi",""
"Female","50"
"Male","56"
"","106"
"Brahman - Hill",""
"Female","3292"
"Male","3053"
"","6345"
"Chepang /Praja",""
"Female","257"
"Male","236"
"","493"
"Chhetri",""
"Female","3548"
"Male","3364"
"","6912"
"Damai/Dholi",""
"Female","372"
"Male","367"
"","739"
"Danuwar",""
"Female","2"
"Male","11"
"","13"
"Ghale",""
"Female","8"
"Male","15"
"","23"
"Gharti/Bhujel",""
"Female","351"
"Male","342"
"","693"
"Gurung",""
"Female","61"
"Male","47"
"","108"
"Kalwar",""
"Female","10"
"Male","8"
"","18"
"Kamar",""
"Female","147"
"Male","144"
"","291"
"Kami",""
"Female","653"
"Male","586"
"","1239"
"Limbu",""
"Female","21"
"Male","17"
"","38"
"Magar",""
"Female","572"
"Male","555"
"","1127"
"Musalman",""
"Female","62"
"Male","75"
"","137"
"Newar",""
"Female","503"
"Male","526"
"","1029"
"Others",""
"Female","39"
"Male","53"
"","92"
"Rai",""
"Female","494"
"Male","443"
"","937"
"Sanyasi/Dasnami",""
"Female","107"
"Male","108"
"","215"
"Sarki",""
"Female","149"
"Male","150"
"","299"
"Tamang",""
"Female","6029"
"Male","5780"
"","11809"
"Thakuri",""
"Female","125"
"Male","110"
"","235"
"Tharu",""
"Female","9"
"Male","7"
"","16"
