"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","396"
"Graduate and Equivalent",""
"Female","129"
"Male","258"
"Intermediate and Equivalent",""
"Female","554"
"Male","506"
"Level not Stated",""
"Female","44"
"Male","48"
"Lower Secondary (Class 6-8)",""
"Female","2361"
"Male","2025"
"Non Formal Education",""
"Female","712"
"Male","389"
"Others",""
"Female","7"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","33"
"Male","106"
"Primary Education (1-5 Class)",""
"Female","3409"
"Male","3327"
"Secondary Level (Class 9-10)",""
"Female","1191"
"Male","1141"
"SLC and Equivalent",""
"Female","1076"
"Male","1156"
