"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","3268"
"Male","2543"
"Brahman - Tarai",""
"Female","14"
"Male","15"
"Chepang /Praja",""
"Female","2"
"Male","20"
"Chhetri",""
"Female","2534"
"Male","1874"
"Damai/Dholi",""
"Female","614"
"Male","519"
"Dura",""
"Female","1175"
"Male","805"
"Foreigner",""
"Female","0"
"Male","12"
"Gaine",""
"Female","11"
"Male","12"
"Ghale",""
"Female","63"
"Male","53"
"Gharti/Bhujel",""
"Female","608"
"Male","470"
"Gurung",""
"Female","2489"
"Male","1938"
"Kalwar",""
"Female","3"
"Male","9"
"Kami",""
"Female","956"
"Male","773"
"Kumal",""
"Female","269"
"Male","215"
"Magar",""
"Female","219"
"Male","201"
"Musalman",""
"Female","134"
"Male","114"
"Newar",""
"Female","736"
"Male","611"
"Others",""
"Female","38"
"Male","54"
"Rai",""
"Female","13"
"Male","23"
"Sanyasi/Dasnami",""
"Female","71"
"Male","66"
"Sarki",""
"Female","1058"
"Male","786"
"Tamang",""
"Female","590"
"Male","457"
"Thakuri",""
"Female","204"
"Male","154"
"Tharu",""
"Female","26"
"Male","45"
