"Population by Educational Attainment","Number"
"Beginners",""
"Female","512"
"Male","554"
"Graduate and Equivalent",""
"Female","9"
"Male","33"
"Intermediate and Equivalent",""
"Female","55"
"Male","163"
"Level not Stated",""
"Female","23"
"Male","33"
"Lower Secondary (Class 6-8)",""
"Female","553"
"Male","1074"
"Non Formal Education",""
"Female","46"
"Male","52"
"Others",""
"Female","3"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"Primary Education (1-5 Class)",""
"Female","2461"
"Male","2902"
"Secondary Level (Class 9-10)",""
"Female","181"
"Male","538"
"SLC and Equivalent",""
"Female","64"
"Male","206"
