"Population by Single Year of Age","Number"
"0",""
"Female","269"
"Male","277"
"1",""
"Female","231"
"Male","226"
"10",""
"Female","355"
"Male","379"
"11",""
"Female","250"
"Male","252"
"12",""
"Female","374"
"Male","435"
"13",""
"Female","284"
"Male","264"
"14",""
"Female","300"
"Male","282"
"15",""
"Female","290"
"Male","249"
"16",""
"Female","305"
"Male","256"
"17",""
"Female","137"
"Male","135"
"18",""
"Female","312"
"Male","247"
"19",""
"Female","140"
"Male","108"
"2",""
"Female","322"
"Male","335"
"20",""
"Female","252"
"Male","185"
"21",""
"Female","134"
"Male","111"
"22",""
"Female","209"
"Male","166"
"23",""
"Female","137"
"Male","114"
"24",""
"Female","147"
"Male","97"
"25",""
"Female","289"
"Male","217"
"26",""
"Female","135"
"Male","105"
"27",""
"Female","77"
"Male","108"
"28",""
"Female","172"
"Male","164"
"29",""
"Female","69"
"Male","63"
"3",""
"Female","371"
"Male","367"
"30",""
"Female","243"
"Male","168"
"31",""
"Female","58"
"Male","42"
"32",""
"Female","132"
"Male","118"
"33",""
"Female","67"
"Male","60"
"34",""
"Female","91"
"Male","55"
"35",""
"Female","281"
"Male","224"
"36",""
"Female","92"
"Male","103"
"37",""
"Female","35"
"Male","53"
"38",""
"Female","137"
"Male","118"
"39",""
"Female","63"
"Male","45"
"4",""
"Female","367"
"Male","348"
"40",""
"Female","276"
"Male","203"
"41",""
"Female","56"
"Male","56"
"42",""
"Female","88"
"Male","97"
"43",""
"Female","49"
"Male","47"
"44",""
"Female","48"
"Male","34"
"45",""
"Female","210"
"Male","179"
"46",""
"Female","47"
"Male","70"
"47",""
"Female","38"
"Male","43"
"48",""
"Female","56"
"Male","86"
"49",""
"Female","37"
"Male","44"
"5",""
"Female","384"
"Male","407"
"50",""
"Female","168"
"Male","145"
"51",""
"Female","30"
"Male","34"
"52",""
"Female","60"
"Male","39"
"53",""
"Female","27"
"Male","37"
"54",""
"Female","31"
"Male","21"
"55",""
"Female","124"
"Male","125"
"56",""
"Female","32"
"Male","46"
"57",""
"Female","23"
"Male","24"
"58",""
"Female","63"
"Male","45"
"59",""
"Female","26"
"Male","32"
"6",""
"Female","332"
"Male","342"
"60",""
"Female","193"
"Male","156"
"61",""
"Female","41"
"Male","51"
"62",""
"Female","66"
"Male","40"
"63",""
"Female","28"
"Male","18"
"64",""
"Female","26"
"Male","21"
"65",""
"Female","153"
"Male","128"
"66",""
"Female","19"
"Male","25"
"67",""
"Female","14"
"Male","17"
"68",""
"Female","34"
"Male","37"
"69",""
"Female","17"
"Male","18"
"7",""
"Female","310"
"Male","322"
"70",""
"Female","85"
"Male","91"
"71",""
"Female","23"
"Male","13"
"72",""
"Female","31"
"Male","24"
"73",""
"Female","16"
"Male","11"
"74",""
"Female","4"
"Male","4"
"75",""
"Female","47"
"Male","35"
"76",""
"Female","6"
"Male","8"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","4"
"Male","7"
"79",""
"Female","3"
"Male","5"
"8",""
"Female","400"
"Male","393"
"80",""
"Female","11"
"Male","14"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","2"
"Male","3"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","3"
"Male","4"
"85",""
"Female","11"
"Male","12"
"9",""
"Female","295"
"Male","291"
