"Population by Mother tongue","Number"
"Bahing",""
"Female","42"
"Male","42"
"Bantawa",""
"Female","18"
"Male","12"
"Bhojpuri",""
"Female","175"
"Male","138"
"Bhujel",""
"Female","14"
"Male","10"
"Chamling",""
"Female","364"
"Male","288"
"Danuwar",""
"Female","2635"
"Male","2180"
"Dumi",""
"Female","43"
"Male","41"
"Gurung",""
"Female","23"
"Male","17"
"Hindi",""
"Female","17"
"Male","26"
"Jero/Jerung",""
"Female","22"
"Male","20"
"Khaling",""
"Female","8"
"Male","9"
"Limbu",""
"Female","12"
"Male","8"
"Magar",""
"Female","4312"
"Male","3908"
"Maithili",""
"Female","912"
"Male","1118"
"Majhi",""
"Female","314"
"Male","286"
"Nepali",""
"Female","15435"
"Male","13814"
"Newar",""
"Female","584"
"Male","528"
"Not Reported",""
"Female","89"
"Male","75"
"Others",""
"Female","57"
"Male","50"
"Puma",""
"Female","8"
"Male","7"
"Rai",""
"Female","751"
"Male","665"
"Sanskrit",""
"Female","12"
"Male","6"
"Sign Language",""
"Female","14"
"Male","23"
"Sunuwar",""
"Female","363"
"Male","302"
"Tamang",""
"Female","2642"
"Male","2330"
"Thami",""
"Female","15"
"Male","12"
"Tharu",""
"Female","22"
"Male","34"
"Thulung",""
"Female","107"
"Male","82"
"Tilung",""
"Female","35"
"Male","40"
"Uranw/Urau",""
"Female","9"
"Male","4"
"Urdu",""
"Female","190"
"Male","222"
"Waling/Walung",""
"Female","7"
"Male","6"
"Wambule",""
"Female","313"
"Male","279"
