"Population by Single Year of Age","Number"
"0",""
"Female","583"
"Male","632"
"1",""
"Female","535"
"Male","548"
"10",""
"Female","796"
"Male","890"
"11",""
"Female","665"
"Male","730"
"12",""
"Female","876"
"Male","945"
"13",""
"Female","799"
"Male","821"
"14",""
"Female","840"
"Male","790"
"15",""
"Female","822"
"Male","780"
"16",""
"Female","788"
"Male","656"
"17",""
"Female","763"
"Male","598"
"18",""
"Female","776"
"Male","649"
"19",""
"Female","529"
"Male","396"
"2",""
"Female","608"
"Male","553"
"20",""
"Female","698"
"Male","418"
"21",""
"Female","484"
"Male","356"
"22",""
"Female","717"
"Male","431"
"23",""
"Female","468"
"Male","382"
"24",""
"Female","513"
"Male","361"
"25",""
"Female","669"
"Male","422"
"26",""
"Female","499"
"Male","323"
"27",""
"Female","452"
"Male","333"
"28",""
"Female","490"
"Male","387"
"29",""
"Female","280"
"Male","231"
"3",""
"Female","611"
"Male","627"
"30",""
"Female","629"
"Male","433"
"31",""
"Female","220"
"Male","179"
"32",""
"Female","384"
"Male","304"
"33",""
"Female","277"
"Male","219"
"34",""
"Female","242"
"Male","205"
"35",""
"Female","596"
"Male","471"
"36",""
"Female","285"
"Male","231"
"37",""
"Female","235"
"Male","213"
"38",""
"Female","289"
"Male","277"
"39",""
"Female","233"
"Male","199"
"4",""
"Female","652"
"Male","697"
"40",""
"Female","647"
"Male","465"
"41",""
"Female","210"
"Male","190"
"42",""
"Female","270"
"Male","276"
"43",""
"Female","200"
"Male","209"
"44",""
"Female","185"
"Male","168"
"45",""
"Female","451"
"Male","434"
"46",""
"Female","173"
"Male","198"
"47",""
"Female","195"
"Male","175"
"48",""
"Female","248"
"Male","240"
"49",""
"Female","174"
"Male","169"
"5",""
"Female","718"
"Male","729"
"50",""
"Female","436"
"Male","393"
"51",""
"Female","130"
"Male","150"
"52",""
"Female","179"
"Male","194"
"53",""
"Female","145"
"Male","159"
"54",""
"Female","121"
"Male","130"
"55",""
"Female","262"
"Male","288"
"56",""
"Female","120"
"Male","142"
"57",""
"Female","140"
"Male","132"
"58",""
"Female","169"
"Male","159"
"59",""
"Female","121"
"Male","103"
"6",""
"Female","744"
"Male","757"
"60",""
"Female","329"
"Male","279"
"61",""
"Female","124"
"Male","114"
"62",""
"Female","109"
"Male","158"
"63",""
"Female","100"
"Male","107"
"64",""
"Female","83"
"Male","96"
"65",""
"Female","223"
"Male","161"
"66",""
"Female","58"
"Male","87"
"67",""
"Female","122"
"Male","130"
"68",""
"Female","109"
"Male","113"
"69",""
"Female","34"
"Male","46"
"7",""
"Female","770"
"Male","774"
"70",""
"Female","154"
"Male","154"
"71",""
"Female","33"
"Male","47"
"72",""
"Female","66"
"Male","60"
"73",""
"Female","45"
"Male","48"
"74",""
"Female","29"
"Male","33"
"75",""
"Female","97"
"Male","74"
"76",""
"Female","40"
"Male","28"
"77",""
"Female","59"
"Male","42"
"78",""
"Female","54"
"Male","57"
"79",""
"Female","12"
"Male","19"
"8",""
"Female","784"
"Male","858"
"80",""
"Female","63"
"Male","62"
"81",""
"Female","12"
"Male","11"
"82",""
"Female","15"
"Male","17"
"83",""
"Female","17"
"Male","15"
"84",""
"Female","19"
"Male","20"
"85",""
"Female","107"
"Male","66"
"9",""
"Female","630"
"Male","684"
