"Population by Educational Attainment","Number"
"Beginners",""
"Female","64"
"Male","65"
"Graduate and Equivalent",""
"Female","16"
"Male","109"
"Intermediate and Equivalent",""
"Female","96"
"Male","303"
"Level not Stated",""
"Female","37"
"Male","50"
"Lower Secondary (Class 6-8)",""
"Female","710"
"Male","1410"
"Non Formal Education",""
"Female","82"
"Male","93"
"Others",""
"Female","1"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","1864"
"Male","2509"
"Secondary Level (Class 9-10)",""
"Female","320"
"Male","815"
"SLC and Equivalent",""
"Female","154"
"Male","462"
