"Population by Single Year of Age","Number"
"0",""
"Female","243"
"Male","260"
"1",""
"Female","174"
"Male","165"
"10",""
"Female","537"
"Male","685"
"11",""
"Female","167"
"Male","190"
"12",""
"Female","423"
"Male","466"
"13",""
"Female","181"
"Male","258"
"14",""
"Female","261"
"Male","308"
"15",""
"Female","319"
"Male","368"
"16",""
"Female","237"
"Male","315"
"17",""
"Female","104"
"Male","172"
"18",""
"Female","263"
"Male","370"
"19",""
"Female","97"
"Male","86"
"2",""
"Female","299"
"Male","317"
"20",""
"Female","339"
"Male","418"
"21",""
"Female","81"
"Male","96"
"22",""
"Female","278"
"Male","264"
"23",""
"Female","91"
"Male","96"
"24",""
"Female","132"
"Male","112"
"25",""
"Female","432"
"Male","459"
"26",""
"Female","128"
"Male","110"
"27",""
"Female","92"
"Male","91"
"28",""
"Female","316"
"Male","211"
"29",""
"Female","54"
"Male","56"
"3",""
"Female","323"
"Male","349"
"30",""
"Female","526"
"Male","506"
"31",""
"Female","32"
"Male","62"
"32",""
"Female","199"
"Male","187"
"33",""
"Female","65"
"Male","48"
"34",""
"Female","55"
"Male","38"
"35",""
"Female","506"
"Male","515"
"36",""
"Female","70"
"Male","60"
"37",""
"Female","41"
"Male","45"
"38",""
"Female","174"
"Male","116"
"39",""
"Female","23"
"Male","32"
"4",""
"Female","355"
"Male","335"
"40",""
"Female","455"
"Male","490"
"41",""
"Female","36"
"Male","39"
"42",""
"Female","112"
"Male","83"
"43",""
"Female","24"
"Male","22"
"44",""
"Female","28"
"Male","34"
"45",""
"Female","363"
"Male","402"
"46",""
"Female","21"
"Male","27"
"47",""
"Female","23"
"Male","30"
"48",""
"Female","110"
"Male","78"
"49",""
"Female","18"
"Male","18"
"5",""
"Female","433"
"Male","400"
"50",""
"Female","318"
"Male","412"
"51",""
"Female","32"
"Male","36"
"52",""
"Female","60"
"Male","58"
"53",""
"Female","16"
"Male","16"
"54",""
"Female","16"
"Male","16"
"55",""
"Female","291"
"Male","318"
"56",""
"Female","24"
"Male","30"
"57",""
"Female","14"
"Male","29"
"58",""
"Female","84"
"Male","66"
"59",""
"Female","16"
"Male","12"
"6",""
"Female","338"
"Male","389"
"60",""
"Female","285"
"Male","344"
"61",""
"Female","16"
"Male","29"
"62",""
"Female","45"
"Male","43"
"63",""
"Female","16"
"Male","16"
"64",""
"Female","11"
"Male","11"
"65",""
"Female","154"
"Male","205"
"66",""
"Female","12"
"Male","16"
"67",""
"Female","10"
"Male","23"
"68",""
"Female","25"
"Male","37"
"69",""
"Female","4"
"Male","11"
"7",""
"Female","272"
"Male","298"
"70",""
"Female","121"
"Male","154"
"71",""
"Female","5"
"Male","8"
"72",""
"Female","16"
"Male","20"
"73",""
"Female","3"
"Male","6"
"74",""
"Female","3"
"Male","2"
"75",""
"Female","36"
"Male","64"
"76",""
"Female","0"
"Male","5"
"77",""
"Female","1"
"Male","7"
"78",""
"Female","6"
"Male","6"
"79",""
"Female","1"
"Male","6"
"8",""
"Female","499"
"Male","548"
"80",""
"Female","21"
"Male","30"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","2"
"Male","0"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","26"
"Male","24"
"9",""
"Female","173"
"Male","179"
