"Population by Educational Attainment","Number"
"Beginners",""
"Female","432"
"Male","488"
"","920"
"Graduate and Equivalent",""
"Female","8"
"Male","66"
"","74"
"Intermediate and Equivalent",""
"Female","115"
"Male","210"
"","325"
"Level not Stated",""
"Female","7"
"Male","15"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","647"
"Male","1095"
"","1742"
"Non Formal Education",""
"Female","108"
"Male","87"
"","195"
"Others",""
"Female","0"
"Male","4"
"","4"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","18"
"","21"
"Primary Education (1-5 Class)",""
"Female","2259"
"Male","2836"
"","5095"
"Secondary Level (Class 9-10)",""
"Female","194"
"Male","440"
"","634"
"SLC and Equivalent",""
"Female","105"
"Male","292"
"","397"
