"Population by Educational Attainment","Number"
"Beginners",""
"Female","218"
"Male","200"
"Graduate and Equivalent",""
"Female","26"
"Male","122"
"Intermediate and Equivalent",""
"Female","119"
"Male","265"
"Level not Stated",""
"Female","10"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","1056"
"Male","1474"
"Non Formal Education",""
"Female","220"
"Male","192"
"Others",""
"Female","3"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","36"
"Primary Education (1-5 Class)",""
"Female","2201"
"Male","2307"
"Secondary Level (Class 9-10)",""
"Female","421"
"Male","749"
"SLC and Equivalent",""
"Female","211"
"Male","367"
