"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","16"
"","21"
"Bajjika",""
"Female","5"
"Male","24"
"","29"
"Bangla",""
"Female","75"
"Male","314"
"","389"
"Bantawa",""
"Female","37"
"Male","38"
"","75"
"Belhare",""
"Female","5"
"Male","6"
"","11"
"Bhojpuri",""
"Female","852"
"Male","2531"
"","3383"
"Bhujel",""
"Female","180"
"Male","169"
"","349"
"Chepang",""
"Female","4"
"Male","14"
"","18"
"Chhantyal",""
"Female","216"
"Male","172"
"","388"
"Darai",""
"Female","11"
"Male","16"
"","27"
"Doteli",""
"Female","10"
"Male","18"
"","28"
"Dura",""
"Female","61"
"Male","47"
"","108"
"English",""
"Female","36"
"Male","57"
"","93"
"Ghale",""
"Female","69"
"Male","71"
"","140"
"Gurung",""
"Female","24813"
"Male","19026"
"","43839"
"Hindi",""
"Female","723"
"Male","1787"
"","2510"
"Hyolmo/Yholmo",""
"Female","85"
"Male","53"
"","138"
"Jirel",""
"Female","18"
"Male","12"
"","30"
"Kham",""
"Female","531"
"Male","465"
"","996"
"Kulung",""
"Female","4"
"Male","9"
"","13"
"Kumal",""
"Female","19"
"Male","25"
"","44"
"Limbu",""
"Female","94"
"Male","118"
"","212"
"Magar",""
"Female","5040"
"Male","4699"
"","9739"
"Maithili",""
"Female","636"
"Male","1647"
"","2283"
"Nepali",""
"Female","166332"
"Male","151080"
"","317412"
"Newar",""
"Female","4951"
"Male","4734"
"","9685"
"Not Reported",""
"Female","112"
"Male","132"
"","244"
"Oriya",""
"Female","21"
"Male","70"
"","91"
"Others",""
"Female","153"
"Male","165"
"","318"
"Punjabi",""
"Female","6"
"Male","7"
"","13"
"Rai",""
"Female","446"
"Male","503"
"","949"
"Rajbanshi",""
"Female","8"
"Male","11"
"","19"
"Rajsthani",""
"Female","9"
"Male","8"
"","17"
"Sanskrit",""
"Female","4"
"Male","8"
"","12"
"Santhali",""
"Female","25"
"Male","24"
"","49"
"Sherpa",""
"Female","81"
"Male","93"
"","174"
"Sign Language",""
"Female","15"
"Male","25"
"","40"
"Sunuwar",""
"Female","15"
"Male","18"
"","33"
"Tamang",""
"Female","2861"
"Male","2859"
"","5720"
"Thakali",""
"Female","517"
"Male","432"
"","949"
"Tharu",""
"Female","302"
"Male","714"
"","1016"
"Tibetan",""
"Female","11"
"Male","14"
"","25"
"Uranw/Urau",""
"Female","4"
"Male","9"
"","13"
"Urdu",""
"Female","611"
"Male","729"
"","1340"
"Yakkha",""
"Female","5"
"Male","8"
"","13"
